Nº Voo,Equip.,Cód Origem,Cód Destino,Tempo esperado de voo
2621,E195,SBKP,SBCT,60
2621,E295,SBKP,SBCT,60
2622,A20N,SBKP,SBPA,100
2622,A20N,SBKP,SBPA,100
2622,A20N,SBKP,SBPA,100
2622,A20N,SBKP,SBPA,105
2622,AT76,SBIP,SBCF,45
2624,A20N,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E195,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E195,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,A20N,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2624,E295,SBKP,SBPA,100
2625,E295,SBKP,SBPA,100
2625,E195,SBKP,SBPA,100
2625,A20N,SBKP,SBPA,100
2626,A20N,SBPS,SBCF,75
2626,A20N,SBPS,SBCF,75
2626,E295,SBPS,SBCF,75
2626,E295,SBPS,SBCF,75
2626,E295,SBPS,SBCF,75
2626,E295,SBPS,SBCF,75
2627,E195,SBCF,SBGL,65
Z2627,E195,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
Z2627,E195,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
Z2627,A20N,SBCF,SBGL,65
Z2627,E295,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
2627,E195,SBCF,SBGL,65
Z2627,E195,SBCF,SBGL,65
2629,A20N,SBKP,SBBV,265
2629,A20N,SBKP,SBBV,265
2630,A20N,SBBV,SBKP,270
2630,A20N,SBBV,SBKP,270
2631,AT76,SBZM,SBKP,95
2631,AT76,SBZM,SBKP,95
2631,AT76,SBZM,SBKP,95
2631,AT76,SBZM,SBKP,95
2632,E295,SBKP,SBJA,90
2632,AT76,SBKP,SBJA,110
2632,E195,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,AT76,SBKP,SBJA,110
2632,E295,SBKP,SBJA,90
2632,E295,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,E295,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,E195,SBKP,SBJA,90
2632,AT76,SBKP,SBJA,110
2632,E195,SBKP,SBJA,95
2632,E195,SBKP,SBJA,95
2632,E195,SBKP,SBJA,95
2632,E195,SBKP,SBJA,95
2632,AT76,SBKP,SBJA,115
2633,E295,SBJA,SBKP,90
2633,AT76,SBJA,SBKP,110
2633,E195,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,AT76,SBJA,SBKP,110
2633,E295,SBJA,SBKP,90
2633,E295,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,E295,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,E195,SBJA,SBKP,90
2633,AT76,SBJA,SBKP,110
2633,E195,SBJA,SBKP,100
2633,E195,SBJA,SBKP,100
2633,E195,SBJA,SBKP,100
2633,E195,SBJA,SBKP,100
2633,AT76,SBJA,SBKP,115
2634,AT76,SBRF,SBAR,80
2634,AT76,SBRF,SBAR,80
2634,AT76,SBRF,SBAR,80
2634,AT76,SBRF,SBAR,80
2634,AT76,SBRF,SBAR,80
2634,AT76,SBRF,SBKG,50
2634,AT76,SBRF,SBAR,80
2635,E295,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,AT76,SBCF,SBKP,85
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,AT76,SBCF,SBKP,105
Z2635,AT76,SBCF,SBKP,85
2635,E195,SBCF,SBKP,75
2635,AT76,SBCF,SBKP,85
2635,E295,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,A20N,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E195,SBCF,SBKP,75
2635,E295,SBCF,SBKP,75
2636,A20N,SBCF,SBSP,85
2636,E295,SBCF,SBSP,85
2636,E195,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,E295,SBCF,SBSP,85
2636,E195,SBCF,SBSP,85
2636,E295,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,E195,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,E295,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,80
2636,A20N,SBCF,SBSP,85
2636,E195,SBCF,SBSP,80
2636,E295,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2636,E295,SBCF,SBSP,85
2636,A20N,SBCF,SBSP,85
2637,A20N,SBSL,SBBE,65
2637,A20N,SBSL,SBBE,65
2637,A20N,SBSL,SBBE,65
2637,E295,SBSL,SBBE,65
2637,A20N,SBSL,SBBE,65
2637,E295,SBSL,SBBE,65
2637,A20N,SBSL,SBBE,65
2637,E295,SBSL,SBBE,65
2637,E295,SBSL,SBBE,65
2638,E295,SBKP,SBPA,100
2638,E195,SBKP,SBPA,100
2638,E195,SBKP,SBPA,100
2639,AT76,SBAE,SBKP,55
2639,AT76,SBAE,SBKP,55
2639,AT76,SBAE,SBKP,55
2640,A20N,SBBE,SBKP,210
2640,A20N,SBBE,SBKP,210
2640,A20N,SBBE,SBKP,210
2640,A20N,SBBE,SBKP,210
2640,A20N,SBBE,SBKP,210
2641,A20N,SBGL,SBRF,165
2641,A20N,SBGL,SBRF,165
2641,A20N,SBGL,SBRF,165
2641,A20N,SBGL,SBRF,165
2641,A20N,SBGL,SBRF,165
2642,E295,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2642,A20N,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2642,A20N,SBRF,SBFZ,80
2642,E295,SBRF,SBFZ,80
2643,A20N,SBKP,SBCF,70
2643,E295,SBKP,SBCF,70
2643,E295,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,E295,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,E295,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,A20N,SBKP,SBCF,70
2643,E295,SBKP,SBCF,70
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,E195,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2644,A20N,SBCF,SBKP,75
2645,AT76,SBRF,SBMO,50
2645,AT76,SBRF,SBMO,50
2645,AT76,SBRF,SBMO,50
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2646,AT76,SBTG,SBKP,90
2647,E295,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,E295,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2647,A20N,SBCF,SBJP,155
2648,A21N,SBRF,SBEG,235
2648,A21N,SBRF,SBEG,235
2648,A21N,SBRF,SBEG,235
2648,A21N,SBRF,SBEG,235
2649,E295,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,E295,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2649,A20N,SBJP,SBCF,160
2650,A20N,SBCF,SBSG,160
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2651,AT76,SBSG,SBRF,60
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,170
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,165
2652,A20N,SBGL,SBRF,165
2653,A20N,SBRF,SBGL,170
2653,A20N,SBRF,SBGL,175
2653,E295,SBRF,SBGL,175
2653,A20N,SBRF,SBGL,175
2653,A20N,SBRF,SBGL,175
2653,E295,SBRF,SBGL,175
2653,E295,SBRF,SBGL,175
2653,A20N,SBRF,SBGL,175
2653,A20N,SBRF,SBGL,175
2653,E295,SBRF,SBGL,175
2653,A20N,SBRF,SBGL,175
2654,E195,SBLO,SBKP,60
Z2654,E195,SBLO,SBKP,60
2654,AT76,SBLO,SBKP,80
2654,E195,SBLO,SBKP,60
2654,E195,SBLO,SBKP,60
Z2654,AT76,SBLO,SBKP,85
2654,E195,SBLO,SBKP,60
2654,AT76,SBLO,SBKP,80
Z2654,E195,SBLO,SBKP,60
2654,E195,SBLO,SBKP,60
2654,E195,SBLO,SBKP,65
2654,AT76,SBLO,SBKP,75
2654,AT76,SBLO,SBKP,75
2654,AT76,SBLO,SBKP,75
2654,AT76,SBLO,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2655,E195,SBGL,SBKP,75
2655,E295,SBGL,SBKP,75
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,60
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E195,SBRJ,SBKP,70
2656,E295,SBRJ,SBKP,70
2656,E295,SBRJ,SBKP,70
2657,E295,SBKP,SBPA,95
2657,E295,SBKP,SBPA,95
2657,E195,SBKP,SBPA,95
2657,E195,SBKP,SBPA,95
2657,E295,SBKP,SBPA,95
2657,A20N,SBKP,SBPA,100
2657,A20N,SBKP,SBPA,100
2657,E295,SBKP,SBPA,100
2657,E295,SBKP,SBPA,100
2657,A20N,SBKP,SBPA,100
2657,E295,SBKP,SBPA,100
2657,E295,SBKP,SBPA,100
2658,A20N,SBKP,SBCF,70
2658,A20N,SBKP,SBCF,70
2658,E295,SBKP,SBCF,70
2658,A20N,SBKP,SBCF,70
2658,E295,SBKP,SBCF,70
2658,E195,SBKP,SBCF,70
2658,A20N,SBKP,SBCF,70
2658,E195,SBKP,SBCF,70
2658,A20N,SBKP,SBCF,70
2658,A20N,SBKP,SBCF,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBKP,70
2659,E195,SBRJ,SBCF,70
2659,E195,SBRJ,SBKP,70
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A20N,SBKP,SBPA,100
2660,A21N,SBKP,SBPA,100
2660,A21N,SBKP,SBPA,100
2660,A21N,SBKP,SBPA,100
2660,A21N,SBKP,SBPA,100
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2661,AT76,SBPG,SBKP,75
2662,A20N,SBKP,SBPA,100
2662,A20N,SBKP,SBPA,100
2662,A20N,SBKP,SBPA,100
2662,A20N,SBKP,SBPA,100
2664,A20N,SBCF,SBVT,60
2664,E295,SBCF,SBVT,60
2664,E195,SBCF,SBVT,60
2664,E295,SBCF,SBVT,60
2664,A20N,SBCF,SBVT,60
2664,E195,SBCF,SBVT,60
2664,E195,SBCF,SBVT,60
2665,E295,SBVT,SBCF,60
2665,A20N,SBVT,SBCF,60
2665,E195,SBVT,SBCF,60
2665,E295,SBVT,SBCF,60
2665,A20N,SBVT,SBCF,60
2665,E195,SBVT,SBCF,60
2665,E195,SBVT,SBCF,60
2666,E195,SBRJ,SBKP,75
2666,E195,SBRJ,SBKP,70
2666,E195,SBRJ,SBKP,70
2666,E195,SBRJ,SBKP,70
2666,E295,SBRJ,SBKP,70
2667,AT76,SBKP,SBZM,90
2667,AT76,SBKP,SBZM,90
2667,AT76,SBKP,SBZM,90
2667,AT76,SBKP,SBZM,90
2669,AT76,SBSG,SBRF,60
2669,AT76,SBSG,SBRF,60
2669,AT76,SBSG,SBRF,60
2670,E195,SBSP,SBRJ,65
2670,E195,SBDN,SBKP,65
2670,E195,SBSP,SBRJ,65
2670,E195,SBSP,SBRJ,65
2671,A20N,SBCF,SBPA,135
2672,E195,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,E295,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2672,A20N,SBVT,SBCF,60
2672,E195,SBVT,SBCF,60
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2673,AT76,SBKP,SBAU,80
2674,A20N,SBCF,SBMO,135
2675,A20N,SBKP,SBPA,100
2675,E295,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,E295,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,E295,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2675,A20N,SBKP,SBPA,100
2676,E195,SBKP,SBMG,75
2676,AT76,SBKP,SBMG,95
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2677,E195,SBCT,SBCG,90
2678,A20N,SBKP,SBJU,170
2678,E295,SBKP,SBJU,170
2678,A20N,SBKP,SBJU,170
2678,A20N,SBKP,SBJU,170
2678,E295,SBKP,SBJU,170
2678,A20N,SBKP,SBJU,170
2678,A20N,SBKP,SBJU,170
2678,E295,SBKP,SBJU,170
2679,A20N,SBJU,SBKP,175
2679,E295,SBJU,SBKP,175
2679,A20N,SBJU,SBKP,175
2679,A20N,SBJU,SBKP,175
2679,E295,SBJU,SBKP,175
2679,A20N,SBJU,SBKP,175
2679,A20N,SBJU,SBKP,175
2679,E295,SBJU,SBKP,175
2680,AT76,SBMG,SBCT,70
2680,AT76,SBMG,SBCT,70
2680,AT76,SBMG,SBCT,70
2681,A20N,SBKP,SBPA,105
2681,E195,SBKP,SBPA,105
Z2681,E195,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2681,A20N,SBKP,SBPA,105
2682,AT76,SBRF,SBSG,80
2682,AT76,SBRF,SBSG,80
2682,AT76,SBRF,SBSG,65
2682,AT76,SBRF,SBSG,65
2682,AT76,SBRF,SBSG,65
2682,AT76,SBRF,SBSG,65
2682,AT76,SBRF,SBSG,65
2682,AT76,SBRF,SBSG,65
2683,E195,SBEG,SBTT,110
2683,E195,SBEG,SBTT,110
2683,E195,SBEG,SBTT,110
2683,E195,SBEG,SBTT,110
2683,E195,SBEG,SBTT,110
2683,E195,SBEG,SBTT,110
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2684,AT76,SBRF,SBJU,95
2685,AT76,SBJU,SBRF,90
2685,AT76,SBJU,SBRF,90
2685,AT76,SBJU,SBRF,90
2685,AT76,SBJU,SBRF,90
2685,AT76,SBJU,SBRF,90
2686,A20N,SBPA,SBKP,100
2686,E195,SBPA,SBKP,100
2686,E195,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,E195,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2686,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2687,A20N,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2687,E295,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,E295,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,E195,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,E195,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2688,A20N,SBPA,SBKP,100
2689,A20N,SBPA,SBKP,100
2689,A20N,SBPA,SBKP,100
2689,A20N,SBPA,SBKP,100
2690,E195,SBKP,SBDB,105
2690,E195,SBKP,SBCR,125
2690,E195,SBCR,SBDB,45
2690,E195,SBDB,SBKP,100
2690,E195,SBKP,SBCR,125
2690,E195,SBCR,SBDB,45
2690,E195,SBDB,SBKP,100
2690,E195,SBKP,SBCR,125
2690,E195,SBCR,SBDB,45
2690,E195,SBDB,SBKP,100
2690,E195,SBKP,SBCR,125
2690,E195,SBCR,SBDB,45
2690,E195,SBDB,SBKP,100
2690,E295,SBKP,SBDB,105
2690,E195,SBKP,SBDB,105
2690,E295,SBKP,SBDB,105
2690,E295,SBKP,SBCR,125
2690,E295,SBCR,SBDB,45
2690,E295,SBDB,SBKP,100
2691,E195,SBDB,SBKP,100
2691,E195,SBDB,SBKP,100
2691,E195,SBDB,SBKP,100
2691,E295,SBDB,SBKP,100
2691,E195,SBDB,SBKP,100
2691,E295,SBDB,SBKP,100
2692,AT76,SBKG,SBRF,40
2692,AT76,SBKG,SBRF,35
2692,AT76,SBKG,SBRF,40
2692,AT76,SBKG,SBRF,40
2693,E195,SBPA,SBKP,100
2693,E295,SBPA,SBKP,100
2693,E295,SBPA,SBKP,100
2693,E295,SBPA,SBKP,100
2693,E195,SBPA,SBKP,100
2693,E195,SBPA,SBKP,100
2694,A20N,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E195,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,A20N,SBKP,SBGO,85
2694,E295,SBKP,SBGO,85
2695,A20N,SBKP,SBGO,85
2695,E195,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,E195,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,A20N,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2695,A20N,SBKP,SBGO,85
2695,E295,SBKP,SBGO,85
2698,E295,SBSV,SBRF,80
2698,E295,SBSV,SBRF,80
2698,A20N,SBSV,SBRF,80
2698,E295,SBKP,SBCF,70
2698,E295,SBSV,SBRF,80
2698,AT76,SBSV,SBRF,80
2698,E295,SBSV,SBRF,80
2698,A20N,SBSV,SBRF,80
2698,E295,SBSV,SBRF,80
2699,A20N,SBPA,SBKP,100
2699,A20N,SBPA,SBKP,100
2699,A20N,SBPA,SBKP,100
2700,A20N,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2700,A20N,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2700,A20N,SBKP,SBCG,95
2700,E195,SBKP,SBCG,95
2700,E195,SBKP,SBCG,95
2700,E195,SBKP,SBCG,95
2700,A20N,SBKP,SBCG,95
2700,A20N,SBKP,SBCG,95
2700,A20N,SBKP,SBCG,90
2700,E295,SBKP,SBCG,95
2700,E195,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2700,E295,SBKP,SBCG,95
2701,A20N,SBRF,SBCF,150
2701,A20N,SBRF,SBCF,150
2701,A20N,SBRF,SBCF,150
2701,A20N,SBRF,SBCF,150
2701,A20N,SBRF,SBCF,150
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2702,AT76,SBCT,SBPO,75
2703,AT76,SBPO,SBCT,65
2703,AT76,SBPO,SBCT,65
2703,AT76,SBPO,SBCT,65
2703,AT76,SBPO,SBCT,70
2703,AT76,SBPO,SBCT,65
2703,AT76,SBPO,SBCT,65
2703,AT76,SBPO,SBCT,65
2704,E295,SBNF,SBKP,70
2704,E195,SBNF,SBKP,70
2704,E295,SBNF,SBKP,70
2704,E195,SBNF,SBKP,70
2704,E295,SBNF,SBKP,70
2704,E295,SBNF,SBKP,70
2704,E295,SBNF,SBKP,70
2704,E195,SBNF,SBKP,70
2704,E195,SBNF,SBKP,70
2704,E295,SBNF,SBKP,70
2705,A20N,SBMQ,SBBE,55
2705,A20N,SBBE,SBKP,210
2705,A20N,SBMQ,SBBE,55
2705,A20N,SBBE,SBKP,210
2705,A20N,SBMQ,SBBE,55
2705,A20N,SBBE,SBKP,210
2706,E295,SBKP,SBBR,95
2706,E295,SBKP,SBBR,95
2706,E295,SBKP,SBBR,95
2706,E295,SBKP,SBBR,95
2706,E295,SBKP,SBBR,95
2706,E295,SBKP,SBBR,95
2707,AT76,SBKP,SBJV,95
2707,E195,SBKP,SBJV,65
2707,E195,SBKP,SBJV,65
2707,E195,SBKP,SBJV,65
2707,E195,SBKP,SBJV,65
2707,E195,SBKP,SBJV,65
2707,E195,SBKP,SBJV,65
2707,AT76,SBKP,SBJV,80
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2708,E295,SBGR,SBCY,135
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2709,E195,SBCT,SBGR,70
2711,AT76,SBKP,SSGG,100
2711,AT76,SBKP,SSGG,100
2711,AT76,SBKP,SSGG,100
2711,AT76,SBKP,SSGG,100
2711,AT76,SBKP,SSGG,100
2712,AT76,SSGG,SBKP,85
2712,AT76,SSGG,SBKP,85
2712,AT76,SSGG,SBKP,85
